KinaseID,Accession,Kinase_name,Gene_symbol,Gene_family,Cell_location,Protein_longname,Genome_location 
490,Q9BYP7,WNK3_HUMAN,WNK3,Protein kinase superfamily  Ser/Thr protein kinase family  WNK subfamily,Cytoplasm,Serine/threonine-protein kinase WNK3  ,Xp11.22
491,Q96J92,WNK4_HUMAN,WNK4,Protein kinase superfamily  Ser/Thr protein kinase family  WNK subfamily,Cell junction  tight junction,Serine/threonine-protein kinase WNK4  ,17q21.2
492,Q86TW2,ADCK1_HUMAN,ADCK1,Protein kinase superfamily  ADCK protein kinase family,Secreted,Uncharacterized aarF domain-containing protein kinase 1 ,14q24.3
493,Q7Z695,ADCK2_HUMAN,ADCK2,Protein kinase superfamily  ADCK protein kinase family,Membrane Single-pass membrane protein,Uncharacterized aarF domain-containing protein kinase 2 ,7q34
494,Q3MIX3,ADCK5_HUMAN,ADCK5,Protein kinase superfamily  ADCK protein kinase family,Membrane Single-pass membrane protein,Uncharacterized aarF domain-containing protein kinase 5 ,8q24.3
495,Q8NI60,COQ8A_HUMAN,COQ8A,Protein kinase superfamily  ADCK protein kinase family,Mitochondrion Membrane Single-pass membrane protein,Atypical kinase COQ8A  mitochondrial  ,1q42.13
496,Q96D53,COQ8B_HUMAN,COQ8B,Protein kinase superfamily  ADCK protein kinase family,Mitochondrion membrane Single-pass membrane protein Cytoplasm  cytosol Cell membrane,Atypical kinase COQ8B  mitochondrial  
497,Q96QP1,ALPK1_HUMAN,ALPK1,Protein kinase superfamily  Alpha-type protein kinase family  ALPK subfamily,Cytoplasm  cytosol,Alpha-protein kinase 1  ,4q25
498,Q86TB3,ALPK2_HUMAN,ALPK2,Protein kinase superfamily  Alpha-type protein kinase family  ALPK subfamily,Cytoplasm  cytosol,Alpha-protein kinase 2  ,18q21.31-q21.32
499,Q96L96,ALPK3_HUMAN,ALPK3,Protein kinase superfamily  Alpha-type protein kinase family  ALPK subfamily,Nucleus,Alpha-protein kinase 3  ,15q25.3
500,O00418,EF2K_HUMAN,EEF2K,Protein kinase superfamily  Alpha-type protein kinase family,Nucleus,Eukaryotic elongation factor 2 kinase ,16p12.2
501,Q9BX84,TRPM6_HUMAN,TRPM6,Protein kinase superfamily  Alpha-type protein kinase family  ALPK subfamily; Transient receptor (TC 1.A.4) family  LTrpC subfamily  TRPM6 sub-subfamily,Cell membrane Multi-pass membrane protein.,Transient receptor potential cation channel subfamily M member 6  ,9q21.13
502,Q96QT4,TRPM7_HUMAN,TRPM7,Protein kinase superfamily  Alpha-type protein kinase family  ALPK subfamily; Transient receptor (TC 1.A.4) family  LTrpC subfamily  TRPM7 sub-subfamily,Membrane Multi-pass membrane protein,Transient receptor potential cation channel subfamily M member 7  ,15q21.2
503,Q14296,FASTK_HUMAN,FASTK,FAST protein kinase family,Isoform 4: Mitochondrion matrix,Fas-activated serine/threonine kinase ,7q36.1
504,O14874,BCKD_HUMAN,BCKDK,PDK/BCKDK protein kinase family,Mitochondrion matrix. Mitochondrion,[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase  mitochondrial ,16p11.2
505,Q15118,PDK1_HUMAN,PDK1,PDK/BCKDK protein kinase family,Mitochondrion matrix,[Pyruvate dehydrogenase ,2q31.1
506,Q15119,PDK2_HUMAN,PDK2,PDK/BCKDK protein kinase family,Mitochondrion matrix,[Pyruvate dehydrogenase ,17q21.33
507,Q15120,PDK3_HUMAN,PDK3,PDK/BCKDK protein kinase family,Mitochondrion matrix,[Pyruvate dehydrogenase ,Xp22.11
508,Q16654,PDK4_HUMAN,PDK4,PDK/BCKDK protein kinase family,Mitochondrion matrix,[Pyruvate dehydrogenase ,7q21.3
509,Q13315,ATM_HUMAN,ATM,PI3/PI4-kinase family  ATM subfamily,Nucleus Cytoplasmic vesicle,Serine-protein kinase ATM  ,11q22.3
510,Q9H6X2,ANTR1_HUMAN,ANTXR1,ATR family,Cell membrane Single-pass type I membrane protein Cell projection  lamellipodium membrane Single-pass type I membrane protein Cell projection  filopodium membrane Single-pass type I membrane protein,Anthrax toxin receptor 1 ,2p13.3
511,Q13535,ATR_HUMAN,ATR,PI3/PI4-kinase family  ATM subfamily,Nucleus Nucleus  PML body Chromosome,Serine/threonine-protein kinase ATR  ,3q23
512,P20848,A1ATR_HUMAN,SERPINA2,Serpin family,Endoplasmic reticulum,Putative alpha-1-antitrypsin-related protein ,14q32.13
513,P42345,MTOR_HUMAN,MTOR,PI3/PI4-kinase family,Endoplasmic reticulum membrane Peripheral membrane protein Cytoplasmic side Golgi apparatus membrane Peripheral membrane protein Cytoplasmic side Mitochondrion outer membrane Peripheral membrane protein Cytoplasmic side Lysosome Cytoplasm Nucleus  PML body Microsome membrane,Serine/threonine-protein kinase mTOR  ,1p36.22
514,P42336,PK3CA_HUMAN,PIK3CA,PI3/PI4-kinase family,Endoplasmic reticulum membrane Peripheral membrane protein Cytoplasmic side Golgi apparatus membrane Peripheral membrane protein Cytoplasmic side Mitochondrion outer membrane Peripheral membrane protein Cytoplasmic side Lysosome Cytoplasm Nucleus  PML body Microsome membrane,Phosphatidylinositol 4 5-bisphosphate 3-kinase catalytic subunit alpha isoform ,3q26.32
515,P42338,PK3CB_HUMAN,PIK3CB,PI3/PI4-kinase family,Cytoplasm Nucleus,Phosphatidylinositol 4 5-bisphosphate 3-kinase catalytic subunit beta isoform ,3q22.3
516,O00329,PK3CD_HUMAN,PIK3CD,PI3/PI4-kinase family,Cytoplasm,Phosphatidylinositol 4 5-bisphosphate 3-kinase catalytic subunit delta isoform ,1p36.22
517,P48736,PK3CG_HUMAN,PIK3CG,PI3/PI4-kinase family,Cytoplasm Cell membrane,Phosphatidylinositol 4 5-bisphosphate 3-kinase catalytic subunit gamma isoform ,7q22.3
518,P78527,PRKDC_HUMAN,PRKDC,PI3/PI4-kinase family,Nucleus Nucleus  nucleolus,DNA-dependent protein kinase catalytic subunit ,8q11.21
519,P33991,MCM4_HUMAN,MCM4,MCM family,Nucleus,DNA replication licensing factor MCM4 ,8q11.21
520,Q96Q15,SMG1_HUMAN,SMG1,PI3/PI4-kinase family,Nucleus Cytoplasm,Serine/threonine-protein kinase SMG1 ,16p12.3
521,Q9BRS2,RIOK1_HUMAN,RIOK1,Protein kinase superfamily  RIO-type Ser/Thr kinase family,Cytoplasm  cytosol,Serine/threonine-protein kinase RIO1  ,6p24.3
522,Q9BVS4,RIOK2_HUMAN,RIOK2,Protein kinase superfamily  RIO-type Ser/Thr kinase family,Cytoplasm,Serine/threonine-protein kinase RIO2  ,5q15
523,O14730,RIOK3_HUMAN,RIOK3,Protein kinase superfamily  RIO-type Ser/Thr kinase family,Cytoplasm,Serine/threonine-protein kinase RIO3  ,18q11.2
524,P16913,B1_VACCW,VPK1,Protein kinase superfamily  Ser/Thr protein kinase family  Poxviruses subfamily,Virion Host cytoplasm,B1 kinase 
